district_id,district_name,attendance_rate,chronic_absenteeism_rate,dropout_rate,student_count,econ_disadv_pct,eb_el_pct,special_ed_pct,at_risk_pct,hispanic_pct,african_american_pct,white_pct,math_meets_pct,reading_meets_pct
043901,ALLEN ISD,95.3,10.1,0.2,20794,20.0,13.8,15.9,31.7,16.4,12.3,34.7,71.0,78.0
043902,ANNA ISD,94.3,18.0,2.0,6016,49.3,12.7,18.2,46.8,30.6,25.5,33.5,37.0,51.0
043903,CELINA ISD,95.5,8.0,0.2,5313,16.8,17.2,15.5,39.0,19.0,8.1,45.4,54.0,69.0
043904,FARMERSVILLE ISD,95.3,11.3,0.0,2392,56.6,18.4,16.3,24.7,43.3,5.7,45.2,43.0,60.0
043905,FRISCO ISD,95.3,9.7,0.1,65151,13.9,12.9,12.2,23.0,12.6,10.4,27.1,72.0,81.0
043907,MCKINNEY ISD,94.1,15.3,0.2,23118,34.6,15.9,17.7,32.7,29.2,16.2,40.0,58.0,67.0
043908,MELISSA ISD,95.4,9.5,0.1,7707,17.1,13.4,17.1,31.9,17.5,16.7,41.7,66.0,76.0
043910,PLANO ISD,94.1,16.1,0.8,46432,36.5,26.5,15.9,34.0,30.4,12.7,28.4,57.0,65.0
043911,PRINCETON ISD,94.0,17.5,0.3,9940,63.1,23.8,15.7,43.0,41.0,23.8,23.1,47.0,52.0
043912,PROSPER ISD,95.5,7.6,0.2,31577,6.1,13.6,13.6,30.1,11.4,9.3,37.5,65.0,78.0
043914,WYLIE ISD,95.4,9.4,0.1,19334,27.5,16.3,16.5,30.7,21.0,16.1,39.2,72.0,76.0
043917,BLUE RIDGE ISD,94.5,14.8,0.0,1045,53.5,9.9,16.9,42.8,34.0,0.7,59.7,33.0,57.0
043918,COMMUNITY ISD,93.8,19.4,0.8,5255,53.5,24.7,15.9,47.3,39.8,18.9,35.3,34.0,50.0
043919,LOVEJOY ISD,95.8,6.7,0.0,4011,3.6,2.6,10.2,9.8,9.9,3.3,67.1,81.0,86.0
044902,WELLINGTON ISD,96.6,6.0,0.0,534,63.3,6.6,15.2,42.9,44.6,2.2,50.6,60.0,67.0
045902,COLUMBUS ISD,94.5,16.0,0.9,1625,59.9,17.7,14.6,57.8,46.3,8.2,42.3,43.0,50.0
045903,RICE CISD,94.1,17.5,0.0,1299,77.1,11.0,17.9,60.5,61.8,14.5,20.2,27.0,43.0
045905,WEIMAR ISD,95.9,8.8,0.0,719,54.4,14.5,16.8,39.8,43.5,10.4,43.9,59.0,61.0
046802,TRINITY CHARTER SCHOOL,100.0,0.0,31.6,315,88.6,6.0,42.2,97.8,41.9,20.0,34.0,10.0,25.0
046901,NEW BRAUNFELS ISD,93.3,20.9,1.4,9870,36.1,10.0,16.3,39.5,48.7,1.8,44.1,46.0,59.0
046902,COMAL ISD,94.3,14.7,0.3,29739,29.0,6.3,18.5,38.2,40.8,3.2,49.7,60.0,70.0
047901,COMANCHE ISD,95.3,11.0,0.0,1373,56.2,11.8,17.7,46.9,54.7,0.4,43.0,45.0,57.0
047902,DE LEON ISD,95.5,9.6,0.0,639,52.6,6.4,13.9,40.8,36.9,0.5,60.6,66.0,77.0
047903,GUSTINE ISD,95.9,8.2,0.0,135,80.7,30.4,19.3,51.9,65.9,0.0,33.3,36.0,47.0
047905,SIDNEY ISD,94.6,16.4,0.0,106,60.4,0.0,19.8,33.0,24.5,0.0,71.7,34.0,57.0
048901,EDEN CISD,94.4,14.6,0.0,221,62.9,7.2,23.5,62.4,58.4,0.5,38.5,35.0,44.0
048903,PAINT ROCK ISD,95.0,12.6,0.0,298,84.2,6.0,32.6,74.8,46.0,5.7,41.3,18.0,45.0
049901,GAINESVILLE ISD,93.5,20.0,0.3,3097,66.5,33.0,14.0,67.8,63.3,4.2,25.7,26.0,28.0
049902,MUENSTER ISD,96.9,3.6,0.0,554,20.2,0.7,15.3,24.7,6.1,0.2,89.5,61.0,74.0
049903,VALLEY VIEW ISD,94.4,13.8,1.0,847,35.7,19.5,18.7,60.4,36.2,0.2,59.3,33.0,41.0
049905,CALLISBURG ISD,95.8,10.0,0.0,1149,40.8,6.1,21.1,37.1,16.9,0.8,77.6,41.0,50.0
049906,ERA ISD,96.2,6.2,0.0,498,43.4,2.8,19.5,17.7,14.5,0.0,80.5,47.0,57.0
049907,LINDSAY ISD,96.9,3.1,0.0,495,8.7,0.6,18.6,20.8,2.6,0.8,92.9,56.0,75.0
049908,WALNUT BEND ISD,93.3,27.1,,73,67.1,0.0,20.5,21.9,30.1,0.0,64.4,19.0,70.0
049909,SIVELLS BEND ISD,95.4,10.2,,62,59.7,4.8,16.1,16.1,21.0,0.0,72.6,56.0,75.0
050901,EVANT ISD,93.7,21.1,0.0,197,80.7,13.2,19.3,50.3,33.0,0.5,61.9,22.0,43.0
050902,GATESVILLE ISD,94.2,14.8,1.2,2656,48.4,6.0,21.9,42.4,26.1,2.3,66.4,41.0,55.0
050904,OGLESBY ISD,95.4,11.3,0.0,236,50.8,4.7,15.7,47.5,23.3,1.7,70.3,31.0,57.0
050909,JONESBORO ISD,97.1,3.1,0.0,336,55.1,0.0,17.9,3.0,6.8,0.6,89.0,27.0,38.0
050910,COPPERAS COVE ISD,93.0,22.1,0.9,7749,57.4,7.0,24.1,43.7,31.8,18.6,33.4,41.0,54.0
051901,PADUCAH ISD,94.9,11.2,0.0,153,68.0,0.7,32.7,63.4,44.4,11.8,40.5,20.0,41.0
052901,CRANE ISD,93.8,17.4,0.0,1233,54.7,28.7,10.0,45.4,84.9,1.8,11.0,35.0,39.0
053001,CROCKETT COUNTY CONSOLIDATED CSD,95.4,12.3,0.0,618,64.1,13.1,17.3,46.3,77.0,0.8,20.9,54.0,51.0
054901,CROSBYTON CISD,93.7,17.6,0.0,313,83.1,1.0,16.6,50.2,76.0,2.2,20.1,15.0,37.0
054902,LORENZO ISD,94.2,18.0,1.2,206,81.1,9.7,23.3,39.8,80.1,3.9,16.0,29.0,32.0
054903,RALLS ISD,92.4,29.4,1.8,370,82.2,4.6,12.4,64.1,80.0,0.5,18.6,16.0,26.0
055901,CULBERSON COUNTY-ALLAMOORE ISD,90.5,40.8,0.0,381,78.5,6.0,11.5,55.6,82.9,1.0,10.8,22.0,47.0
056901,DALHART ISD,94.2,13.6,0.0,1825,71.2,41.7,12.0,59.7,72.8,0.7,25.4,34.0,36.0
056902,TEXLINE ISD,95.0,11.9,0.0,223,63.2,20.2,9.4,27.8,44.4,0.0,52.9,71.0,82.0
057802,PEGASUS SCHOOL OF LIBERAL ARTS AND SCIENCES,92.7,32.2,0.0,348,58.6,20.4,17.8,55.2,57.5,35.6,4.0,15.0,36.0
057803,UPLIFT EDUCATION,93.3,21.3,1.3,23383,80.6,38.0,11.3,57.6,64.8,23.2,2.8,35.0,47.0
057804,TEXANS CAN ACADEMIES,75.4,81.4,29.9,3437,84.1,37.3,11.8,100.0,64.8,32.0,1.9,7.0,13.0
057806,ADVANTAGE ACADEMY,94.0,19.6,0.0,972,80.2,21.3,10.6,70.8,54.5,30.6,11.3,15.0,30.0
057807,LIFE SCHOOL,94.5,15.1,0.0,5735,67.1,12.7,17.6,51.4,44.1,43.6,8.8,34.0,49.0
057808,UNIVERSAL ACADEMY,96.1,8.3,0.0,2036,31.2,53.7,4.1,56.2,21.9,15.0,1.6,58.0,66.0
057809,NOVA ACADEMY,92.5,28.6,,77,88.3,1.3,5.2,35.1,40.3,55.8,3.9,36.0,29.0
057810,ACADEMY OF DALLAS,93.5,24.7,,220,88.2,9.1,9.5,66.8,25.9,71.4,1.4,6.0,18.0
057813,TRINITY BASIN PREPARATORY,94.4,16.2,0.3,7007,75.0,43.0,13.9,74.4,57.8,15.9,18.7,34.0,46.0
057814,ACADEMY FOR ACADEMIC EXCELLENCE,81.0,62.5,28.0,280,100.0,14.3,28.9,100.0,37.5,55.7,4.6,14.0,-1.0
057819,JEAN MASSIEU ACADEMY,94.9,15.2,0.0,184,70.7,63.6,10.3,67.4,90.2,4.3,4.9,26.0,29.0
057827,NOVA ACADEMY SOUTHEAST,93.5,21.6,,235,94.9,33.2,11.5,66.8,67.7,29.8,1.3,40.0,51.0
057828,WINFREE ACADEMY CHARTER SCHOOLS,79.2,72.3,10.7,1093,57.6,29.2,15.2,100.0,55.8,25.8,13.4,12.0,23.0
057829,A+ ACADEMY,95.0,11.6,0.0,1678,94.8,56.2,14.5,70.4,94.5,3.2,1.5,35.0,38.0
057830,INSPIRED VISION ACADEMY,94.9,12.5,0.3,1135,99.6,57.5,12.5,76.0,93.4,4.1,2.3,23.0,33.0
057831,GATEWAY CHARTER ACADEMY,93.4,22.0,0.0,511,95.1,0.0,7.0,23.5,6.5,91.2,0.2,8.0,21.0
057833,EDUCATION CENTER INTERNATIONAL ACADEMY,94.0,15.8,,221,54.8,7.7,10.4,31.2,35.7,23.1,32.6,28.0,48.0
057834,EVOLUTION ACADEMY CHARTER SCHOOL,82.0,68.0,5.5,629,70.1,18.1,10.3,99.7,45.6,45.5,4.6,25.0,18.0
057835,GOLDEN RULE CHARTER SCHOOL,95.2,10.2,0.0,1298,93.6,56.2,8.3,62.9,91.7,6.2,1.5,37.0,44.0
057836,ST ANTHONY SCHOOL,96.6,6.7,,318,90.3,0.0,13.2,10.1,1.6,97.5,0.0,25.0,55.0
057839,LA ACADEMIA DE ESTRELLAS,95.9,5.8,,1024,88.4,72.2,14.6,80.5,98.8,0.1,0.9,40.0,47.0
057840,RICHLAND COLLEGIATE HIGH SCHOOL,97.4,4.5,0.0,132,45.5,9.8,0.8,35.6,15.2,40.9,12.9,73.0,
057841,CITYSCAPE SCHOOLS,94.4,17.5,,1259,97.1,58.5,10.9,79.7,80.8,15.8,2.0,40.0,37.0
057844,MANARA ACADEMY,93.1,23.6,0.0,671,58.6,65.1,7.9,72.4,3.7,20.6,33.2,25.0,36.0
057845,UME PREPARATORY ACADEMY,95.5,7.7,0.0,1703,42.0,12.0,9.7,24.3,52.5,12.7,28.2,53.0,69.0
057846,LEGACY PREPARATORY,95.1,13.3,1.1,1138,79.5,50.4,11.4,56.6,76.4,14.9,5.8,24.0,34.0
057847,VILLAGE TECH SCHOOLS,95.3,12.0,0.0,1335,54.9,7.0,10.9,33.1,46.1,36.5,10.7,18.0,40.0
057848,INTERNATIONAL LEADERSHIP OF TEXAS (ILTEXAS),94.2,18.5,0.1,25496,73.7,41.5,10.9,75.3,59.1,25.0,7.4,30.0,45.0
057850,PIONEER TECHNOLOGY & ARTS ACADEMY,93.8,18.8,0.0,2328,41.9,14.8,12.8,46.2,41.7,16.3,33.5,35.0,57.0
057851,BRIDGEWAY PREPARATORY ACADEMY,90.9,38.6,,108,48.1,25.0,25.9,57.4,36.1,48.1,12.0,13.0,35.0
057903,CARROLLTON-FARMERS BRANCH ISD,93.8,17.3,1.6,24120,64.0,43.6,17.8,58.2,60.8,14.5,9.5,46.0,51.0
057904,CEDAR HILL ISD,93.5,22.0,2.2,6249,64.3,8.5,9.6,40.0,27.3,65.2,2.5,33.0,47.0
057905,DALLAS ISD,93.0,21.4,3.5,139776,89.3,50.4,12.1,75.2,71.3,19.0,6.2,43.0,49.0
057906,DESOTO ISD,92.8,24.2,2.1,5708,64.6,12.3,11.9,71.9,23.8,70.2,1.8,29.0,42.0
057907,DUNCANVILLE ISD,91.8,25.7,2.8,11551,78.1,26.2,12.0,68.4,55.1,39.9,2.1,21.0,36.0
057909,GARLAND ISD,93.7,18.8,1.4,50898,72.1,39.1,14.0,49.3,53.4,17.6,13.8,45.0,52.0
057910,GRAND PRAIRIE ISD,93.2,19.4,1.8,25903,73.5,37.8,11.6,62.1,69.9,16.7,7.1,36.0,43.0
057911,HIGHLAND PARK ISD,96.0,5.5,0.1,6327,0.5,1.2,15.3,7.6,6.6,0.7,81.5,85.0,93.0
057912,IRVING ISD,94.7,16.0,1.3,30732,85.3,57.5,11.6,80.1,76.7,9.8,7.0,31.0,37.0
057913,LANCASTER ISD,91.6,29.6,0.0,6820,81.8,12.9,11.5,61.3,24.6,70.9,1.6,29.0,41.0
057914,MESQUITE ISD,93.5,18.9,1.0,37881,81.2,36.8,18.8,69.7,63.9,24.4,7.7,40.0,43.0
057916,RICHARDSON ISD,94.1,15.8,2.7,36880,52.7,32.6,16.4,51.9,38.4,19.8,30.4,46.0,57.0
057919,SUNNYVALE ISD,96.7,3.8,0.0,2301,18.2,10.3,14.6,29.0,17.8,10.1,42.5,66.0,81.0
057922,COPPELL ISD,95.9,7.0,0.1,13222,9.5,19.7,11.9,29.5,13.2,4.3,21.4,79.0,83.0
058902,DAWSON ISD,92.1,29.1,0.0,140,65.0,10.7,10.7,48.6,78.6,0.7,20.7,20.0,36.0
058905,KLONDIKE ISD,95.8,5.5,0.0,261,21.5,5.7,8.8,21.8,39.1,0.0,60.2,57.0,85.0
058906,LAMESA ISD,91.7,31.2,0.8,1475,77.9,5.2,18.1,56.3,85.4,2.2,10.8,18.0,33.0
058909,SANDS CISD,95.8,6.5,0.0,229,58.5,11.8,15.3,43.2,48.5,0.4,47.6,45.0,62.0
059901,HEREFORD ISD,92.6,22.6,0.6,3951,80.5,31.2,14.3,70.0,92.1,0.5,6.5,36.0,39.0
059902,WALCOTT ISD,95.5,7.0,,146,54.1,7.5,26.0,39.7,78.1,0.0,21.2,67.0,58.0
060902,COOPER ISD,94.4,14.4,0.0,902,68.4,4.9,19.5,27.4,18.6,7.6,66.0,42.0,55.0
060914,FANNINDEL ISD,92.4,30.8,6.3,141,80.1,10.6,24.8,48.9,19.1,36.9,31.9,9.0,20.0
061802,NORTH TEXAS COLLEGIATE ACADEMY,95.2,11.6,,809,79.4,42.4,8.2,98.9,51.7,26.2,15.3,47.0,47.0
061804,LEADERSHIP PREP SCHOOL,95.9,7.1,0.5,1390,2.4,12.9,11.3,29.1,17.6,17.5,27.6,42.0,75.0
061805,TRIVIUM ACADEMY,96.1,5.3,0.0,629,3.5,10.2,11.8,11.4,24.3,4.9,42.6,64.0,77.0
061806,TEXAS WORKS,,,,446,36.5,4.9,0.9,100.0,71.3,13.9,11.9,11.0,16.0
061901,DENTON ISD,94.6,14.6,0.1,33228,48.3,19.5,16.5,45.0,35.6,21.8,31.9,39.0,54.0
061902,LEWISVILLE ISD,95.4,9.7,0.8,47776,36.3,23.7,19.8,46.2,33.4,11.3,32.7,54.0,64.0
061903,PILOT POINT ISD,93.7,19.3,1.2,1616,44.5,32.1,17.5,47.7,52.8,2.8,38.9,32.0,50.0
061905,KRUM ISD,95.2,10.0,0.9,2540,39.2,16.8,19.6,51.3,37.5,3.3,53.4,39.0,58.0
061906,PONDER ISD,95.2,11.7,0.2,1718,42.3,17.8,17.8,42.0,38.1,1.3,56.6,37.0,53.0
061907,AUBREY ISD,94.6,14.1,0.4,4477,32.7,13.7,17.1,38.4,27.1,19.6,40.0,46.0,55.0
061908,SANGER ISD,94.9,13.3,0.2,2874,43.9,14.5,20.7,39.0,35.8,3.0,55.8,49.0,61.0
061910,ARGYLE ISD,96.2,5.3,0.0,6114,6.4,9.4,12.0,24.3,13.8,3.0,56.6,70.0,80.0
061911,NORTHWEST ISD,94.9,12.1,0.5,31996,28.0,12.7,17.8,40.3,25.5,13.6,47.4,48.0,64.0
061912,LAKE DALLAS ISD,94.1,15.6,0.2,3711,40.4,14.9,16.7,44.4,37.3,9.6,43.7,41.0,56.0
061914,LITTLE ELM ISD,94.3,15.9,0.6,7989,45.1,23.7,15.3,58.5,38.4,19.5,29.7,41.0,54.0
062901,CUERO ISD,94.0,17.7,0.1,1871,51.6,5.0,19.2,34.9,51.6,7.6,37.7,37.0,53.0
062902,NORDHEIM ISD,96.0,10.5,0.0,113,64.6,0.0,9.7,30.1,45.1,1.8,50.4,40.0,65.0
062903,YOAKUM ISD,94.8,15.1,0.0,1446,66.4,21.6,21.4,55.4,66.0,6.3,25.0,45.0,45.0
062904,YORKTOWN ISD,95.4,12.7,2.4,573,51.3,1.7,15.5,37.3,46.4,1.9,49.7,47.0,53.0
062905,WESTHOFF ISD,96.0,4.0,,85,58.8,8.2,5.9,14.1,42.4,4.7,52.9,63.0,71.0
062906,MEYERSVILLE ISD,96.3,2.5,,174,35.1,0.0,13.2,21.3,12.6,2.9,82.2,61.0,75.0
063903,SPUR ISD,94.6,12.3,0.0,192,50.0,0.0,20.3,38.5,39.6,0.5,55.2,39.0,61.0
063906,PATTON SPRINGS ISD,95.3,8.0,0.0,88,84.1,0.0,14.8,14.8,34.1,3.4,61.4,47.0,47.0
064903,CARRIZO SPRINGS CISD,89.7,34.6,2.1,1842,76.5,4.8,13.4,63.5,95.3,0.6,3.0,32.0,40.0
065901,CLARENDON ISD,94.2,16.4,0.0,401,50.1,1.0,20.0,34.4,14.7,5.0,75.3,57.0,60.0
065902,HEDLEY ISD,95.8,2.2,0.0,93,75.3,1.1,34.4,17.2,32.3,2.2,60.2,42.0,63.0
066005,RAMIREZ CSD,94.0,13.0,,36,86.1,5.6,19.4,38.9,94.4,0.0,5.6,31.0,62.0
066901,BENAVIDES ISD,92.0,27.5,0.0,148,89.2,2.7,21.6,63.5,94.6,0.0,5.4,23.0,47.0
066902,SAN DIEGO ISD,89.8,35.5,0.4,1451,87.3,0.8,17.0,51.4,98.3,0.0,1.4,46.0,51.0
066903,FREER ISD,93.7,19.4,1.0,709,88.3,4.4,19.3,54.0,92.9,0.3,5.8,30.0,43.0
067902,CISCO ISD,95.2,11.3,0.0,833,50.5,3.1,18.1,33.1,18.4,1.0,77.2,45.0,66.0
067903,EASTLAND ISD,94.4,16.5,0.3,966,55.7,6.3,19.3,45.0,30.0,0.7,66.1,39.0,62.0
067904,GORMAN ISD,95.1,10.2,0.0,242,71.1,5.8,25.6,45.5,43.8,0.4,53.7,26.0,45.0
067907,RANGER ISD,91.3,35.4,3.2,288,74.0,1.7,28.8,54.9,25.3,0.3,71.5,23.0,31.0
067908,RISING STAR ISD,94.8,14.4,0.0,179,62.6,6.1,21.8,45.8,20.7,0.0,76.0,21.0,43.0
068802,COMPASS ACADEMY CHARTER SCHOOL,95.3,6.5,0.0,1558,2.6,1.0,11.0,1.5,37.4,1.3,59.9,42.0,60.0
068901,ECTOR COUNTY ISD,92.1,26.8,2.1,33630,75.5,28.5,11.6,64.1,81.4,3.3,12.4,31.0,40.0
069901,ROCKSPRINGS ISD,95.0,10.1,1.5,199,61.8,7.5,16.6,41.7,86.9,0.5,12.6,39.0,43.0
069902,NUECES CANYON CISD,93.9,17.6,0.0,237,77.6,2.1,19.4,33.3,44.7,0.8,52.3,34.0,51.0
070801,FAITH FAMILY ACADEMY,94.9,15.9,0.1,3036,99.5,55.4,12.9,89.3,72.4,22.9,3.2,15.0,22.0
070901,AVALON ISD,95.6,9.4,0.0,347,67.1,6.9,21.3,31.1,40.3,2.0,54.2,26.0,44.0
070903,ENNIS ISD,93.2,20.9,0.1,6626,65.1,19.6,15.2,49.5,56.6,14.8,25.1,37.0,45.0
070905,FERRIS ISD,93.9,16.1,0.1,3003,77.8,37.5,17.3,66.6,74.2,9.3,14.6,28.0,46.0
070907,ITALY ISD,93.6,19.5,1.0,594,49.8,10.8,25.4,42.6,33.0,9.9,52.5,36.0,54.0
070908,MIDLOTHIAN ISD,95.3,10.4,0.3,11324,28.3,5.9,16.0,41.3,25.3,15.5,52.8,55.0,65.0
070909,MILFORD ISD,94.2,19.7,2.1,258,64.7,19.8,15.5,65.9,43.4,15.9,34.9,11.0,32.0
070910,PALMER ISD,95.7,10.2,0.2,1348,51.9,15.7,24.0,48.3,47.1,1.4,47.6,51.0,66.0
070911,RED OAK ISD,94.5,14.2,1.4,6675,61.8,15.5,16.8,50.5,40.7,37.9,16.4,38.0,47.0
070912,WAXAHACHIE ISD,94.9,12.2,0.6,11129,48.8,10.4,17.7,47.0,40.5,19.2,34.8,40.0,51.0
070915,MAYPEARL ISD,94.8,12.2,1.3,1203,31.4,9.5,18.0,50.2,28.6,1.6,65.3,38.0,48.0
071801,BURNHAM WOOD CHARTER SCHOOL DISTRICT,94.3,15.7,0.2,1744,71.0,64.8,3.3,74.3,94.7,0.6,3.7,45.0,50.0
071803,TRIUMPH PUBLIC HIGH SCHOOLS-WEST TEXAS,87.4,50.1,4.0,311,87.8,25.1,13.5,99.7,89.1,2.3,6.8,9.0,26.0
071804,EL PASO ACADEMY,86.9,57.8,7.6,319,77.4,32.3,14.1,99.7,96.9,1.3,1.6,48.0,39.0
071806,HARMONY PUBLIC SCHOOLS - WEST TEXAS,93.8,18.7,0.1,5687,74.3,32.8,9.0,57.5,83.3,5.9,7.8,53.0,63.0
071807,LA FE PREPARATORY SCHOOL,94.5,16.0,,195,100.0,89.7,8.7,90.3,100.0,0.0,0.0,41.0,33.0
071809,VISTA DEL FUTURO CHARTER SCHOOL,92.5,28.3,,366,47.3,40.4,4.9,41.3,89.3,3.6,4.6,52.0,51.0
071810,EL PASO LEADERSHIP ACADEMY,92.4,28.3,0.7,775,83.1,76.9,3.9,78.1,96.8,0.4,2.3,30.0,17.0
071901,CLINT ISD,94.1,16.4,0.4,10053,85.9,42.8,17.9,63.7,95.4,0.5,3.3,38.0,48.0
071902,EL PASO ISD,90.7,31.3,1.9,47994,71.3,36.1,13.5,60.7,84.1,3.4,8.4,40.0,50.0
071903,FABENS ISD,93.0,20.1,3.0,1864,90.6,53.1,16.8,76.7,99.6,0.0,0.2,38.0,40.0
071904,SAN ELIZARIO ISD,92.8,24.6,2.0,2922,90.8,60.8,16.4,79.4,99.0,0.1,0.7,32.0,36.0
071905,YSLETA ISD,94.0,16.4,1.2,34005,79.1,31.1,17.3,56.8,96.1,0.9,2.4,51.0,57.0
071906,ANTHONY ISD,93.7,19.4,0.8,725,77.5,28.0,16.6,49.9,97.4,0.1,1.5,45.0,50.0
071907,CANUTILLO ISD,94.1,14.7,1.0,5727,63.4,33.2,11.8,62.6,92.5,0.9,4.7,42.0,53.0
071908,TORNILLO ISD,95.0,13.1,0.7,726,92.3,66.4,14.5,78.8,99.9,0.0,0.1,41.0,44.0
071909,SOCORRO ISD,94.1,15.0,1.1,46589,71.1,28.6,14.7,55.9,91.0,2.2,4.9,51.0,59.0
072801,PREMIER HIGH SCHOOLS,88.6,43.6,5.7,7911,64.7,15.5,13.7,99.5,57.4,11.6,26.8,16.0,35.0
072802,ERATH EXCELS ACADEMY INC,85.6,61.3,5.8,107,89.7,4.7,17.8,100.0,51.4,6.5,37.4,0.0,30.0
072901,THREE WAY ISD,95.3,12.7,0.0,212,69.8,18.9,10.4,48.6,49.1,0.9,48.1,29.0,44.0
072902,DUBLIN ISD,95.4,9.8,0.0,1122,77.5,20.9,12.6,32.0,62.8,0.3,34.8,51.0,61.0
072903,STEPHENVILLE ISD,95.2,11.6,0.1,3568,48.3,15.2,18.4,41.1,39.0,1.1,54.1,59.0,66.0
072904,BLUFF DALE ISD,95.0,14.0,0.0,219,27.4,1.4,14.2,11.0,10.0,0.0,83.1,48.0,65.0
072908,HUCKABAY ISD,95.4,8.3,0.0,325,10.2,0.6,9.2,11.7,14.5,0.0,82.2,63.0,67.0
072909,LINGLEVILLE ISD,96.3,7.1,0.0,270,40.4,14.8,13.7,44.1,49.3,0.4,48.5,50.0,56.0
072910,MORGAN MILL ISD,94.7,11.4,,127,44.9,6.3,17.3,32.3,19.7,0.8,73.2,27.0,49.0
073901,CHILTON ISD,95.4,10.6,0.6,565,91.9,24.4,17.5,63.0,60.9,22.3,12.0,29.0,52.0
073903,MARLIN ISD,93.6,20.5,0.7,843,98.6,19.7,12.3,53.4,39.1,52.8,3.3,28.0,26.0
073904,WESTPHALIA ISD,96.7,3.6,,159,19.5,1.9,11.9,36.5,5.0,1.3,91.8,63.0,72.0
073905,ROSEBUD-LOTT ISD,93.6,20.7,0.4,788,60.8,7.4,19.7,51.3,36.9,8.6,49.2,54.0,56.0
074903,BONHAM ISD,94.4,16.9,0.2,2028,64.5,17.2,21.8,54.4,32.7,6.1,53.2,35.0,43.0
074904,DODD CITY ISD,96.5,4.5,0.0,308,36.7,1.3,19.8,21.1,11.0,0.0,86.7,44.0,63.0
074905,ECTOR ISD,93.6,24.8,0.0,234,52.6,3.8,20.5,23.5,15.8,1.7,76.5,30.0,46.0
074907,HONEY GROVE ISD,96.1,8.9,0.0,651,57.0,7.7,19.0,26.3,22.1,6.0,65.1,58.0,64.0
074909,LEONARD ISD,94.2,18.0,0.7,811,54.9,7.3,15.2,40.2,22.8,1.7,68.8,45.0,66.0
074911,SAVOY ISD,94.9,13.5,0.0,304,60.9,5.6,17.4,31.6,17.4,1.0,75.3,39.0,60.0
074912,TRENTON ISD,95.0,11.6,0.0,710,51.1,14.2,19.2,38.7,32.7,2.7,60.0,34.0,51.0
074917,SAM RAYBURN ISD,95.4,6.7,0.0,467,48.2,4.5,18.4,25.3,12.4,0.0,82.0,51.0,73.0
075901,FLATONIA ISD,96.0,7.0,0.0,676,44.2,10.2,16.6,23.7,50.4,2.7,45.0,72.0,76.0
075902,LA GRANGE ISD,94.7,14.7,1.4,1868,56.4,18.0,20.4,46.8,42.2,7.8,45.3,45.0,54.0
075903,SCHULENBURG ISD,95.0,16.6,0.0,681,72.5,16.2,22.6,50.4,41.0,13.5,41.1,32.0,43.0
075906,FAYETTEVILLE ISD,96.6,2.3,0.0,289,20.4,6.6,13.8,22.5,15.2,0.7,82.4,71.0,79.0
075908,ROUND TOP-CARMINE ISD,97.1,1.8,0.0,235,34.9,11.9,15.7,18.7,26.0,2.1,68.5,74.0,73.0
076903,ROBY CISD,95.5,8.9,0.0,296,37.2,2.7,20.6,44.6,32.1,0.3,66.2,52.0,52.0
076904,ROTAN ISD,94.2,19.2,1.4,272,58.1,4.4,18.0,41.2,52.6,5.1,37.5,31.0,47.0
077901,FLOYDADA COLLEGIATE ISD,94.3,16.7,0.0,671,70.3,8.8,13.3,37.7,76.0,2.5,20.6,46.0,47.0
077902,LOCKNEY ISD,94.2,15.8,0.7,391,77.2,4.1,10.7,33.8,80.3,1.5,17.1,30.0,33.0
078901,CROWELL ISD,96.8,3.6,0.0,189,58.2,2.1,19.6,64.6,34.4,1.1,58.7,51.0,54.0
079901,LAMAR CISD,94.7,13.6,0.8,46676,43.1,21.7,15.2,47.3,38.9,23.8,22.0,56.0,67.0
079906,NEEDVILLE ISD,95.1,13.2,0.3,3648,42.4,11.1,16.4,41.0,49.3,4.3,43.9,69.0,71.0
079907,FORT BEND ISD,94.8,13.0,1.3,79513,47.5,20.3,15.4,39.9,26.6,27.9,12.7,53.0,63.0
079910,STAFFORD MSD,94.9,16.0,1.2,3488,74.0,24.1,9.4,55.9,45.8,40.8,3.2,39.0,49.0
080901,MOUNT VERNON ISD,94.7,14.2,0.2,1606,57.3,15.0,15.9,49.9,28.0,4.2,61.8,58.0,60.0
081902,FAIRFIELD ISD,94.1,17.0,0.7,1593,53.9,8.2,12.5,37.5,28.7,13.0,51.5,41.0,50.0
081904,TEAGUE ISD,94.4,15.3,0.0,1210,55.6,12.0,16.2,53.1,33.4,11.2,50.7,48.0,59.0
081905,WORTHAM ISD,94.1,15.5,0.0,535,59.1,8.8,12.0,29.3,29.5,8.6,55.3,33.0,48.0
081906,DEW ISD,95.0,13.1,,171,48.5,5.3,11.1,33.3,15.8,1.8,78.4,46.0,55.0
082902,DILLEY ISD,90.9,33.8,0.4,841,79.4,5.7,19.0,64.6,94.1,0.2,5.1,25.0,31.0
082903,PEARSALL ISD,90.6,35.0,1.8,1946,83.5,7.6,17.5,48.2,93.9,0.5,5.2,27.0,29.0
083901,SEAGRAVES ISD,93.3,21.6,0.6,525,80.2,23.6,17.5,63.6,85.7,3.4,9.9,25.0,28.0
083902,LOOP ISD,94.6,11.0,0.0,150,48.7,9.3,9.3,40.0,25.3,0.0,72.0,45.0,63.0
